"Day","Total Commercial","US <-> US","US <-> NON US","US <-> Europe","US <-> Latin America","US <-> Asia","US <-> China","Canada <-> Canada","Canada <-> NON Canada","Europe <-> Europe","Europe <-> NON Europe","Europe <-> UK","Europe <-> Asia","Europe <-> Latin America","UK <-> UK","UK <-> NON UK","Italy <-> Italy","Italy <-> NON Italy","China <-> China","China <-> NON China","Brazil <-> Brazil","Brazil <-> NON Brazil","India <-> India","India <-> NON India","Iran <-> Iran","Iran <-> NON Iran"
"2020-04-13","21837","8507","859","137","295","240","42","500","168","1137","863","132","291","19","52","238","26","72","4919","513","179","51","23","38","45","24"
"2020-04-12","20813","7518","804","170","260","228","44","304","155","938","982","135","355","23","33","266","19","62","5335","571","111","47","16","61","60","35"
"2020-04-11","21045","8760","877","164","280","255","52","303","173","842","960","128","368","22","21","250","50","82","4536","601","103","57","29","79","55","31"
"2020-04-10","24958","10329","977","176","315","237","48","524","220","1289","1038","164","361","26","69","290","47","107","5220","642","167","41","34","67","52","35"
"2020-04-09","25781","10673","1054","186","345","248","43","707","227","1523","1095","199","366","31","92","347","66","110","4506","554","176","68","38","83","35","29"
"2020-04-08","26996","11082","1122","176","433","228","47","742","224","1645","1086","209","341","27","89","340","64","121","4881","594","161","60","25","76","43","32"
"2020-04-07","26231","10662","1111","174","431","243","47","747","215","1578","1049","177","357","29","93","339","62","110","4640","547","164","67","45","53","42","28"
"2020-04-06","25427","9871","1005","173","399","210","44","595","202","1602","1014","198","300","26","79","321","59","109","4900","471","202","47","34","38","49","19"
"2020-04-05","23796","9746","974","184","377","204","42","440","207","1360","1103","231","364","35","44","365","58","99","3850","485","139","52","28","78","53","23"
"2020-04-04","23215","10209","1077","175","431","218","45","459","222","1146","1058","214","361","30","40","347","43","104","3309","533","106","42","37","76","48","27"
"2020-04-03","29088","11765","1234","194","470","246","50","716","279","1992","1241","284","334","43","100","440","52","118","4920","545","223","59","51","79","46","38"
"2020-04-02","28809","11883","1202","192","481","225","42","801","243","1971","1281","269","354","47","95","434","68","122","4319","508","187","70","43","67","43","39"
"2020-04-01","30979","13132","1239","187","486","240","57","898","264","2147","1369","262","355","44","106","431","63","135","4456","564","181","68","42","78","43","35"
"2020-03-31","31804","13416","1340","187","526","252","58","830","331","2206","1444","280","360","53","105","447","60","108","4552","546","211","77","49","60","34","12"
"2020-03-30","30564","12348","1248","189","538","241","41","756","283","2425","1477","311","328","56","112","460","58","114","4350","442","219","76","32","38","36","21"
"2020-03-29","31160","12624","1242","192","522","235","49","571","304","2245","1653","389","427","80","64","576","47","125","4882","453","157","69","29","49","46","42"
"2020-03-28","31708","12900","1468","221","650","283","62","637","343","2053","1840","332","485","125","79","573","50","114","4620","685","169","91","38","63","42","28"
"2020-03-27","37029","14463","1666","229","725","270","59","949","448","3343","2054","462","473","117","154","722","53","155","4627","694","328","104","40","55","38","26"
"2020-03-26","38625","15742","1842","281","782","283","57","1062","483","3301","2103","473","466","140","167","755","59","145","4284","645","349","114","71","51","40","33"
"2020-03-25","40312","16267","1938","260","873","276","53","1269","551","3353","2125","450","487","138","176","711","63","162","4605","664","352","104","59","72","37","35"
"2020-03-24","44553","17725","2231","253","1048","328","49","1376","650","3709","2238","596","549","176","235","943","70","160","4088","615","473","130","1407","128","38","33"
"2020-03-23","47041","17220","2470","254","1199","361","55","1554","794","4303","2332","795","558","187","336","1157","68","147","4342","625","781","181","1659","72","31","32"
"2020-03-22","51402","18024","3241","314","1690","375","48","1274","1182","5259","2804","1022","712","244","354","1441","50","132","4815","624","921","232","1437","134","43","34"
"2020-03-21","55009","19559","4056","336","2365","413","56","1343","1393","4851","3299","926","802","260","217","1514","59","147","4388","638","1393","286","2138","501","34","25"
"2020-03-20","66339","23004","4024","369","2019","453","60","1838","1540","8010","3707","1659","814","269","605","2345","64","212","4948","716","1537","313","2414","515","29","36"
"2020-03-19","68207","23973","4128","445","2024","468","48","2050","1512","8047","3844","1624","843","261","562","2370","65","214","4443","673","1583","328","2483","550","57","50"
"2020-03-18","71899","25295","4247","467","2073","447","55","2147","1559","8510","4191","1576","942","272","549","2271","73","199","4710","688","1558","330","2602","611","63","52"
"2020-03-17","76234","26848","4462","503","2164","437","44","2286","1668","9635","4495","1787","938","301","551","2617","80","225","4423","650","1867","369","2758","643","62","44"
"2020-03-16","82186","26646","4788","620","2335","448","40","2262","1727","12717","4849","2475","1072","330","655","3355","82","215","4675","624","2101","399","2937","734","51","53"
"2020-03-15","82924","24961","5034","716","2525","451","39","1873","1767","13660","5592","2702","1246","398","487","3633","74","217","5086","678","1879","437","2952","867","82","65"
"2020-03-14","80211","24631","5746","737","3110","491","54","1853","1850","12168","5891","2467","1333","407","315","3430","69","210","4296","662","1903","417","2936","929","59","41"
"2020-03-13","91950","28680","5383","845","2503","516","55","2418","1866","16696","5974","3056","1358","389","636","3999","120","660","4412","691","2286","406","3004","992","62","48"
"2020-03-12","91107","28704","5283","864","2411","479","40","2651","1769","15976","5779","2875","1317","370","621","3802","140","651","4079","635","2254","443","2995","996","69","58"
"2020-03-11","89254","27537","5059","794","2318","481","53","2626","1713","15456","5565","2555","1314","345","541","3377","216","658","4344","654","2248","393","3022","1037","78","55"
"2020-03-10","88130","27429","4972","776","2290","469","48","2559","1711","15650","5618","2632","1275","366","522","3542","346","977","3998","705","2257","402","2876","969","71","42"
"2020-03-09","91299","26761","5134","848","2340","480","47","2612","1809","17923","5785","3206","1284","363","637","4091","439","1453","4257","553","2291","419","2935","960","70","45"
"2020-03-08","86516","26191","5381","843","2609","486","49","1950","1852","16943","6184","3196","1428","412","457","4080","442","1718","3076","533","1928","445","2813","1080","69","58"
"2020-03-07","81376","24322","5857","933","3032","546","49","1783","1807","14557","6671","2806","1488","424","292","3831","387","1689","2624","537","1907","431","2761","1095","68","49"
"2020-03-06","92156","28299","5421","871","2434","537","45","2570","1867","18982","6147","3275","1431","403","595","4205","497","1914","2917","595","2177","423","2819","1143","67","50"
"2020-03-05","90484","28119","5297","878","2415","513","35","2611","1746","17936","5910","3020","1410","379","548","3941","480","1724","2717","552","2156","440","2867","1098","58","52"
"2020-03-04","89081","27325","5091","842","2307","510","43","2557","1694","17655","5664","2823","1427","343","706","3650","458","1692","2893","589","2157","384","2913","1129","71","64"
"2020-03-03","88294","27214","4981","812","2244","498","43","2535","1681","17255","5739","2806","1376","368","712","3743","445","1730","3053","539","2212","411","2775","1062","69","46"
"2020-03-02","90425","26346","5049","864","2265","512","39","2472","1780","19026","5825","3241","1375","377","778","4110","501","2053","3222","534","2254","462","2859","1096","62","62"
"2020-03-01","86833","23634","5199","899","2474","528","38","1890","1797","18069","6359","3339","1530","430","620","4234","478","2083","3385","601","1913","465","2832","1171","77","65"
"2020-02-29","82554","23690","5593","871","2880","561","47","1876","1748","15204","6649","2881","1589","435","395","3868","406","1960","2637","539","1761","466","2868","1180","72","70"
"2020-02-28","93729","28136","5375","871","2418","561","41","2453","1805","19736","6275","3394","1596","413","791","4317","565","2242","2554","616","2031","432","2902","1225","88","77"
"2020-02-27","91030","28016","5100","860","2389","544","44","2222","1560","18582","5906","3112","1484","394","796","4026","564","2016","2101","542","2091","439","2856","1142","69","79"
"2020-02-26","89559","27309","4996","806","2292","528","42","2485","1625","17814","5693","2875","1492","354","718","3736","520","1921","2228","536","2203","428","2894","1169","96","88"
"2020-02-25","87923","27183","4918","785","2202","515","35","2565","1665","17194","5939","2861","1445","381","760","3845","340","1823","2120","500","1703","410","2798","1120","109","109"
"2020-02-24","89135","26323","5127","857","2314","511","37","2550","1743","19200","6022","3312","1419","370","767","4200","605","2256","1953","480","1345","416","2832","1128","99","149"
"2020-02-23","84828","23719","5217","919","2481","515","31","1886","1705","18118","6173","3367","1585","421","590","4278","551","2234","2127","519","1256","430","2771","1174","96","162"
"2020-02-22","82522","23766","5673","879","2892","562","45","1832","1768","15557","6735","3027","1618","441","415","4033","460","2070","1701","500","1879","459","2809","1186","106","155"
"2020-02-21","95580","27939","5325","850","2405","554","43","2642","1832","20114","6340","3468","1599","414","815","4402","640","2345","2388","588","2311","474","2929","1226","102","162"
"2020-02-20","95189","27859","5215","850","2348","532","40","2712","1754","19126","6134","3198","1557","386","842","4113","638","2110","2135","573","2371","476","2954","1164","109","158"
"2020-02-19","92951","27451","5100","757","2338","533","44","2579","1699","18315","5818","2886","1541","348","837","3712","589","1963","2206","579","2254","440","2978","1184","120","172"
"2020-02-18","91038","27438","5018","754","2325","526","38","2510","1654","17642","5802","2859","1497","370","820","3763","578","1951","1859","536","2262","419","2875","1121","137","169"
"2020-02-17","92199","25978","5203","832","2392","518","35","2389","1787","19484","5934","3257","1474","370","852","4155","662","2240","1880","561","2311","437","2945","1137","109","153"
"2020-02-16","86589","21955","5084","868","2433","525","31","1832","1665","17952","6514","3153","1609","415","622","4064","563","2193","2411","704","2010","463","2918","1191","114","169"
"2020-02-15","85062","23524","5603","851","2898","565","39","1878","1737","15382","6846","2806","1664","439","376","3785","491","2026","2000","687","1949","464","2924","1201","120","165"
"2020-02-14","97236","28507","5395","838","2497","555","35","2585","1830","20265","6321","3495","1623","411","849","4412","664","2312","1966","702","2330","461","2947","1229","136","180"
"2020-02-13","94240","27695","5154","832","2380","527","26","2613","1660","18859","6040","3141","1554","384","838","4048","618","2043","1715","685","2300","453","2939","1172","88","182"
"2020-02-12","91166","26175","4936","742","2210","525","41","2627","1697","17819","5736","2753","1559","345","824","3563","579","1854","1963","738","2277","417","2945","1209","90","166"
"2020-02-11","89409","26025","4707","733","2080","501","28","2659","1657","16989","5734","2620","1512","380","764","3498","556","1836","2057","722","2237","433","2863","1128","102","175"
"2020-02-10","90987","25682","4900","784","2210","517","36","2529","1697","17328","5869","2996","1482","380","849","3857","634","2030","2705","858","2235","419","2934","1126","110","167"
"2020-02-09","86737","22008","4881","730","2339","547","38","1902","1642","15670","6148","2153","1586","405","318","2855","552","2038","4327","1082","2042","442","2861","1173","115","178"
"2020-02-08","85206","22388","5384","831","2723","570","45","1786","1706","14777","6714","2770","1655","435","437","3732","486","1918","3453","1088","1983","448","2894","1187","118","177"
"2020-02-07","96193","26400","5024","820","2316","559","33","2081","1622","19795","6292","3321","1659","416","926","4235","632","2236","3159","1208","2340","451","2983","1230","119","189"
"2020-02-06","94233","26295","5030","787","2283","542","31","2602","1707","18426","6041","2911","1574","372","856","3792","609","1927","2820","1140","2332","456","2903","1152","105","178"
"2020-02-05","91850","25468","4856","728","2199","542","39","2612","1643","17435","5629","2584","1554","355","817","3376","560","1788","2934","1254","2225","415","2924","1193","121","182"
"2020-02-04","90977","26021","4723","703","2116","524","40","2490","1628","16912","5618","2554","1534","375","769","3393","550","1716","2900","1332","2276","418","2837","1142","122","181"
"2020-02-03","94778","25642","5053","816","2248","536","57","2574","1716","19006","5916","3081","1547","380","864","3927","643","2053","3567","1510","2321","433","2874","1122","113","177"
"2020-02-02","90186","21472","5007","837","2337","576","79","1822","1651","17719","6444","3131","1704","415","675","4002","586","2096","4867","1775","2025","450","2840","1197","120","184"
"2020-02-01","87727","22214","5443","831","2734","622","97","1850","1701","14450","6806","2645","1719","439","422","3638","491","1814","4995","1984","2049","461","2853","1204","116","179"
"2020-01-31","99465","27288","5291","815","2353","610","96","2580","1782","19023","6285","3135","1712","408","833","4048","636","2140","5241","2443","2347","448","2852","1237","109","188"
"2020-01-30","100411","27288","5209","783","2332","630","110","2714","1703","18136","5980","2797","1658","383","763","3658","619","1879","6396","2654","2393","478","2891","1201","91","169"
"2020-01-29","98276","25911","4958","739","2179","592","102","2596","1648","17128","5696","2411","1639","352","771","3190","571","1695","7063","2734","2427","431","2854","1215","103","174"
"2020-01-28","98306","25927","4817","715","2111","587","109","2639","1613","16547","5691","2354","1602","384","752","3200","552","1683","8171","2723","2392","436","2856","1139","116","191"
"2020-01-27","101573","25472","5084","831","2241","586","109","2501","1675","18761","5952","2970","1583","374","811","3806","641","2082","9296","2721","2374","450","2926","1131","84","173"
"2020-01-26","97283","22662","5215","902","2355","628","113","1803","1696","17723","6546","3160","1750","421","669","4080","572","2102","9491","2841","2033","463","2780","1198","102","190"
"2020-01-25","92176","22279","5511","864","2755","643","113","1799","1686","14154","6780","2548","1752","432","387","3529","483","1796","8900","2826","1990","460","2847","1225","104","177"
"2020-01-24","105132","26999","5351","821","2354","657","115","2627","1781","19454","6366","3133","1761","409","867","4056","651","2169","9005","2931","2335","460","2843","1239","110","182"
"2020-01-23","105890","27326","5321","799","2330","698","140","2717","1717","18097","5999","2731","1723","383","811","3591","610","1886","10840","3042","2357","465","2820","1212","87","189"
"2020-01-22","102778","25663","5070","746","2230","675","139","2623","1641","17074","5821","2394","1738","361","746","3181","558","1740","11326","3121","2321","419","2775","1240","105","174"
"2020-01-21","102170","26162","4985","723","2166","669","140","2547","1634","16616","5820","2358","1670","387","764","3192","546","1702","11340","3090","2354","435","2761","1157","125","182"
"2020-01-20","103889","25084","5317","845","2392","686","148","2484","1700","18569","6078","2947","1678","382","846","3783","635","2059","11486","3009","2379","451","2830","1168","116","179"
"2020-01-19","96607","20496","5078","877","2313","684","138","1626","1627","17380","6581","3044","1830","426","663","3941","574","2094","11453","3037","2080","467","2846","1219","71","166"
"2020-01-18","93893","21014","5455","836","2774","712","155","1575","1580","13993","6903","2579","1867","441","411","3570","472","1804","11330","3066","2064","486","2787","1252","110","180"
"2020-01-17","107248","26719","5452","842","2442","706","142","2440","1790","19340","6513","3139","1837","415","863","4079","671","2160","11282","3176","2341","467","2935","1236","126","182"
"2020-01-16","105419","27100","5391","821","2371","700","149","2546","1725","17780","6196","2652","1745","393","809","3534","605","1870","11318","2987","2309","464","2870","1220","109","184"
"2020-01-15","101754","25523","5070","759","2211","680","145","2330","1622","16969","5941","2376","1736","366","765","3185","575","1739","11314","2990","2281","440","2798","1244","109","176"
"2020-01-14","100049","25512","4946","740","2118","679","140","2522","1655","15959","5882","2227","1698","391","732","3074","433","1435","11249","2895","2299","441","2830","1192","113","184"
"2020-01-13","102814","25136","5110","828","2224","658","153","2415","1702","18643","6152","2896","1672","388","759","3740","646","2085","11212","2877","2330","462","2832","1160","90","168"
"2020-01-12","97378","22098","5176","867","2391","674","139","1507","1636","17753","6824","3136","1839","433","626","4065","579","2151","11003","2764","2037","475","2820","1204","119","190"
"2020-01-11","92999","20908","5585","878","2758","710","156","1751","1674","14418","7050","2604","1829","445","389","3615","472","1874","10931","2767","2012","478","2897","1223","116","166"
"2020-01-10","105838","26401","5430","858","2356","700","146","2395","1783","19350","6654","3161","1843","418","822","4114","658","2238","10807","2998","2334","471","2916","1262","113","194"
"2020-01-09","104502","26790","5362","834","2335","703","149","2513","1756","18029","6359","2805","1770","406","785","3735","631","1988","10615","2844","2325","455","2942","1210","106","168"
"2020-01-08","102140","25686","5260","798","2334","703","146","2559","1677","17483","6189","2613","1759","376","703","3474","592","1931","10522","2849","2310","432","2904","1262","124","165"
"2020-01-07","102057","26093","5219","805","2291","700","144","2703","1667","17135","6301","2688","1739","405","699","3633","634","1991","10430","2826","2292","437","2880","1187","128","205"
"2020-01-06","105230","26352","5582","873","2498","710","150","2586","1791","19248","6560","3208","1715","393","782","4163","706","2315","10223","2814","2344","466","2930","1161","127","184"
"2020-01-05","103531","24711","5998","897","2989","715","140","2047","1813","18781","7226","3438","1874","441","687","4421","616","2396","10358","2856","2044","492","2894","1227","106","195"
"2020-01-04","100756","24584","6335","870","3380","751","152","2009","1861","16138","7540","3052","1884","467","464","4116","594","2198","10370","2802","2035","473","2881","1239","118","189"
"2020-01-03","108042","27206","6060","866","2982","718","139","2618","1846","19546","6992","3426","1865","428","836","4438","677","2379","10386","2932","2237","466","2942","1261","123","196"
"2020-01-02","104745","25659","5783","850","2826","731","140","2564","1723","19133","6678","3309","1787","400","768","4293","671","2324","10312","2759","2216","432","2930","1192","99","204"
"2020-01-01","90778","20701","5098","739","2500","667","131","1988","1551","14952","5625","2637","1695","361","456","3440","519","1953","10123","2832","1649","374","2899","1226","115","195"
"2019-12-31","94679","24916","5271","707","2576","680","134","2419","1599","14020","5556","2562","1607","358","575","3439","509","1876","10159","2694","1949","396","2797","1176","114","208"
"2019-12-30","103112","25850","5604","819","2725","713","140","2361","1686","18569","6469","3255","1676","394","812","4179","671","2287","10140","2727","2126","423","2717","1190","116","187"
"2019-12-29","101970","25414","5702","842","2825","683","126","1991","1784","18181","6996","3284","1783","432","696","4235","631","2361","9861","2738","1930","443","2859","1226","122","188"
"2019-12-28","101312","25737","6280","839","3290","765","151","2034","1869","16215","7454","3065","1838","457","563","4111","571","2196","10051","2760","2052","467","2889","1238","124","196"
"2019-12-27","108323","28146","5932","825","2982","698","135","2490","1823","19539","6931","3376","1839","428","877","4352","667","2386","10235","2888","2185","453","2930","1252","115","206"
"2019-12-26","101434","25775","5746","784","2864","690","139","2172","1725","17351","6350","2945","1680","402","559","3849","580","2098","10005","2636","2181","449","2879","1187","100","210"
"2019-12-25","82640","18910","4684","593","2356","655","120","1839","1463","9811","5325","759","1634","351","13","1329","234","1107","10015","2684","1641","363","2866","1228","125","221"
"2019-12-24","95326","24617","5200","675","2583","669","131","2638","1659","13771","5917","2360","1650","382","528","3233","555","1795","9938","2641","1976","388","2811","1175","131","208"
"2019-12-23","106072","26849","5772","895","2775","685","138","2680","1780","19249","6613","3377","1681","406","877","4339","736","2334","10017","2684","2215","421","2924","1173","115","204"
"2019-12-22","104953","26578","5845","913","2865","694","148","2141","1836","18845","7173","3470","1827","443","717","4457","670","2389","9989","2730","2002","449","2844","1235","114","209"
"2019-12-21","104024","27334","6311","919","3251","737","153","2199","1902","16853","7542","3122","1872","455","578","4210","610","2201","10086","2744","2050","480","2821","1263","110","186"
"2019-12-20","112519","29401","6009","915","2755","724","152","2863","1911","21252","7138","3510","1883","430","941","4539","736","2521","10147","2880","2293","432","2873","1288","116","211"
"2019-12-19","109953","29003","5818","934","2568","751","152","2887","1827","20254","6793","3409","1790","410","895","4444","680","2314","10042","2713","2268","445","2892","1213","106","201"
"2019-12-18","106599","27700","5472","889","2355","717","150","2865","1706","19087","6381","3076","1749","381","810","3976","624","2093","10216","2761","2238","439","2879","1235","113","202"
"2019-12-17","103666","27297","5211","865","2145","711","150","2850","1732","17936","6334","2859","1721","401","823","3831","606","1999","9879","2707","2212","417","2852","1162","123","197"
"2019-12-16","104786","26316","5274","889","2191","687","147","2701","1726","19924","6397","3346","1655","391","926","4281","679","2249","9670","2657","2261","436","2917","1162","100","184"
"2019-12-15","99382","22882","5174","927","2235","683","147","2003","1734","18461","6880","3315","1798","412","701","4275","596","2252","10127","2757","1941","442","2833","1237","104","194"
"2019-12-14","95522","23459","5504","912","2580","726","162","1942","1688","15037","7156","2772","1831","446","488","3854","492","1963","10092","2729","1901","455","2830","1246","112","189"
"2019-12-13","108583","28587","5420","891","2240","700","142","2846","1836","20287","6758","3429","1828","388","937","4416","458","2188","10172","2879","2216","433","2825","1282","115","209"
"2019-12-12","107203","28759","5412","921","2193","703","143","2831","1737","19394","6410","3179","1731","382","913","4135","637","2086","9851","2679","2223","443","2860","1239","105","192"
"2019-12-11","104466","27546","5180","878","2104","686","148","2800","1604","18652","6303","2920","1779","362","837","3820","616","1992","9799","2715","2183","405","2846","1264","118","202"
"2019-12-10","102380","27526","5109","853","2054","683","146","2737","1636","17627","6134","2793","1701","385","817","3711","601","1903","9509","2634","2188","395","2805","1197","130","211"
"2019-12-09","104745","26468","5177","905","2156","667","147","2617","1656","20142","6332","3345","1656","375","972","4271","677","2291","9859","2671","2231","417","2868","1172","111","195"
"2019-12-08","99208","23116","5181","924","2195","690","149","2012","1703","18333","6839","3108","1792","392","700","4060","614","2264","10085","2769","1866","409","2818","1229","120","200"
"2019-12-07","94438","23419","5510","888","2558","709","153","2011","1686","14536","7002","2463","1786","421","474","3515","504","1922","9986","2682","1958","439","2820","1235","112","196"
"2019-12-06","108442","28435","5371","902","2189","700","145","2731","1730","20035","6757","3277","1817","385","965","4236","652","2326","10425","2883","2313","414","2923","1253","128","203"
"2019-12-05","107272","28846","5475","914","2220","691","136","2871","1714","18694","6411","2959","1705","368","939","3909","644","2004","10313","2671","2264","412","2874","1196","114","195"
"2019-12-04","105507","27845","5208","872","2117","685","145","2773","1653","18771","6253","2888","1720","347","904","3748","598","1984","10236","2724","2258","391","2865","1233","112","217"
"2019-12-03","103932","27981","5131","861","2129","656","129","2703","1598","18227","6280","2781","1652","379","855","3721","593","1938","10328","2635","2213","396","2827","1161","134","208"
"2019-12-02","106382","27916","5216","925","2225","679","148","2631","1591","20271","6455","3305","1634","357","963","4227","691","2240","10531","2538","2246","421","2868","1177","106","183"
"2019-12-01","103923","27848","5239","916","2418","681","132","1800","1539","18524","6975","3154","1771","407","710","4090","598","2246","10447","2590","1882","407","2829","1235","121","203"
"2019-11-30","95722","24834","5397","832","2622","698","148","1895","1583","14613","7104","2363","1813","390","450","3361","516","1908","10068","2611","1914","387","2838","1230","113","190"
"2019-11-29","96707","17349","4486","686","2067","677","134","2586","1394","20882","6668","3360","1786","380","974","4236","701","2342","10152","2735","2196","383","2875","1248","122","191"
"2019-11-28","98045","20539","4537","713","1975","649","117","2565","1480","19731","6380","3027","1708","360","922","3906","654","2080","10202","2562","2131","379","2865","1191","105","196"
"2019-11-27","106054","28746","5151","792","2248","659","137","2594","1582","18683","6225","2668","1708","329","855","3495","614","1942","10338","2752","2135","365","2890","1218","121","206"
"2019-11-26","103581","27565","5063","752","2243","625","125","2635","1536","18225","6209","2604","1672","365","861","3477","602","1949","10154","2652","2192","386","2804","1156","122","196"
"2019-11-25","104131","25618","5043","838","2181","639","139","2592","1549","19805","6406","3179","1630","355","915","4051","543","1978","10294","2685","2281","381","2856","1162","117","171"
"2019-11-24","101295","24202","5139","913","2252","657","135","1935","1665","18913","7068","3114","1786","397","725","4036","606","2299","10318","2750","1881","418","2819","1196","102","193"
"2019-11-23","96833","24931","5584","917","2609","703","152","1919","1685","14887","7352","2315","1818","395","445","3335","507","1947","10106","2717","1863","408","2819","1186","98","183"
"2019-11-22","110095","28850","5432","909","2250","704","153","2623","1778","21424","7000","3389","1813","386","959","4364","695","2426","10286","2874","2018","393","2916","1228","67","148"
"2019-11-21","107481","28336","5389","919","2207","692","140","2717","1707","19931","6664","2992","1723","375","916","3944","657","2125","10172","2729","2030","396","2880","1188","28","121"
"2019-11-20","105448","27873","5115","894","2059","674","149","2726","1600","19022","6485","2677","1742","343","880","3553","619","2016","10330","2775","2008","368","2867","1208","29","117"
"2019-11-19","103322","27710","4989","843","2013","676","139","2599","1617","18435","6374","2580","1674","358","839","3503","586","1980","10138","2678","1884","371","2816","1137","36","109"
"2019-11-18","106020","26946","5150","902","2099","693","154","2597","1630","20801","6585","3271","1652","360","966","4179","671","2358","10357","2698","1974","384","2889","1134","24","104"
"2019-11-17","100898","23796","5132","949","2140","679","140","1913","1676","19202","7211","3139","1788","416","714","4086","606","2339","10288","2737","1827","409","2841","1195","30","113"
"2019-11-16","95924","23836","5475","923","2480","730","156","1958","1699","15326","7393","2460","1845","418","463","3506","503","1998","10281","2702","1511","416","2841","1225","104","179"
"2019-11-15","110688","28689","5420","921","2173","714","145","2687","1821","22457","6674","3483","1841","387","1047","4442","697","2486","10330","2862","2069","439","2901","1251","125","199"
"2019-11-14","108599","28497","5327","928","2108","693","140","2690","1703","21013","6378","3137","1767","366","979","4076","664","2232","10293","2680","2251","430","2893","1195","105","218"
"2019-11-13","105715","27541","4995","877","1947","691","147","2698","1615","19961","6168","2768","1767","339","927","3596","637","2079","10432","2754","2148","393","2919","1195","135","202"
"2019-11-12","103889","27120","4773","858","1882","663","132","2473","1540","19619","6236","2740","1708","378","925","3622","605","2057","10388","2687","2169","375","2824","1164","119","219"
"2019-11-11","105067","25555","4854","913","1952","678","138","2284","1519","21726","6363","3406","1698","360","1033","4311","702","2454","10431","2678","2167","392","2893","1143","121","186"
"2019-11-10","101606","23665","5011","923","2079","667","138","1869","1646","20160","6899","3277","1848","391","800","4196","618","2440","10467","2715","1908","402","2834","1231","106","204"
"2019-11-09","96756","23707","5270","920","2341","720","151","1896","1614","16143","7220","2511","1842","415","509","3547","528","2092","10490","2695","1851","408","2716","1219","125","192"
"2019-11-08","110513","28445","5264","880","2071","709","145","2651","1768","22067","6734","3474","1817","376","1059","4429","715","2483","10296","2893","2540","459","2899","1218","114","218"
"2019-11-07","108789","28293","5242","893","2094","695","141","2718","1670","20763","6469","3166","1748","360","1010","4106","678","2260","10378","2744","2579","438","2862","1195","106","198"
"2019-11-06","107074","26953","5041","881","1963","679","143","2691","1602","20822","6388","2943","1793","346","969","3796","639","2192","10493","2777","2516","445","2875","1205","113","204"
"2019-11-05","105499","26605","4949","865","1893","676","132","2669","1579","20705","6460","3091","1717","365","946","4030","652","2256","10404","2693","2458","454","2814","1150","125","208"
"2019-11-04","108687","26687","5030","919","1955","688","147","2628","1600","22935","6634","3634","1730","357","1060","4569","749","2582","10479","2707","2551","450","2759","1142","116","190"
"2019-11-03","102276","22516","4909","966","1947","686","143","1840","1580","21513","7277","3563","1870","393","791","4528","661","2585","10599","2756","2085","418","2779","1231","127","212"
"2019-11-02","97542","22733","5183","897","2249","729","154","1873","1601","17725","7469","3067","1890","386","518","4096","542","2281","10493","2735","1752","376","2859","1217","121","206"
"2019-11-01","107862","25904","5157","911","1989","722","148","2430","1650","22645","6955","3803","1859","377","1061","4755","622","2619","10453","2881","2118","365","2912","1240","109","211"
"2019-10-31","106377","24697","5033","939","1960","702","137","2641","1549","22987","6840","3692","1803","367","1039","4669","752","2481","10447","2630","2109","394","2873","1177","106","222"
"2019-10-30","106779","26118","4978","918","1842","693","145","2806","1583","22422","6639","3517","1812","339","985","4394","687","2421","10469","2647","2092","360","2826","1174","101","226"
"2019-10-29","105795","26261","4752","866","1785","672","131","2756","1533","21876","6699","3564","1750","381","997","4535","687","2321","10467","2619","2096","402","2780","1143","115","220"
"2019-10-28","107334","25885","4975","922","1899","682","148","2724","1596","23165","6708","3860","1701","352","1097","4815","740","2586","10545","2635","2122","371","2823","1103","87","182"
"2019-10-27","102755","24008","4938","976","1910","689","142","2119","1657","21845","7248","3830","1845","373","853","4805","650","2612","10391","2663","1799","391","2636","1169","105","215"
"2019-10-26","99270","23219","5252","1002","2181","730","155","1913","1613","19269","7409","3369","1873","390","537","4375","583","2529","10667","2703","1783","390","2813","1217","129","200"
"2019-10-25","111490","28556","5344","1090","1920","707","143","2821","1765","23751","7068","4074","1862","364","1018","5032","505","2343","10508","2803","2177","401","2828","1189","116","198"
"2019-10-24","111511","28675","5378","1119","1915","722","153","2910","1727","23957","6839","4002","1772","352","1013","4984","684","2686","10493","2675","2179","389","2801","1162","94","222"
"2019-10-23","109591","27927","5197","1091","1777","680","145","2877","1702","23424","6642","3923","1775","335","931","4822","691","2712","10560","2692","2157","365","2802","1156","107","219"
"2019-10-22","108345","27851","5063","1065","1742","686","146","2851","1666","22983","6589","3848","1711","355","932","4793","667","2601","10662","2607","2119","398","2705","1120","110","234"
"2019-10-21","108851","26856","5127","1077","1845","675","147","2846","1694","24042","6674","4073","1725","360","1004","5013","684","2788","10714","2615","2107","381","2839","1112","106","218"
"2019-10-20","104070","24793","5045","1106","1839","690","142","2112","1646","22607","7128","3947","1811","378","742","4896","668","2795","10581","2670","1727","398","2771","1175","117","247"
"2019-10-19","100998","23705","5322","1107","2113","732","157","1953","1625","20813","7350","3672","1857","395","557","4655","625","2777","10842","2672","1815","405","2768","1218","138","195"
"2019-10-18","112948","29004","5361","1116","1903","713","144","2611","1735","24666","6978","4155","1841","366","1024","5116","705","2877","10896","2823","2187","403","2794","1196","126","179"
"2019-10-17","111813","28752","5330","1089","1888","725","148","2677","1685","24172","6809","3991","1767","347","1018","4963","672","2701","10795","2700","2153","403","2755","1146","122","204"
